PART_SK,P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,START_DATE,END_DATE,IS_CURRENT,RECORD_SOURCE
531,487,firebrick saddle chocolate peru ghost,Manufacturer#5,Brand#52,SMALL BRUSHED COPPER,43,WRAP PACK,1387.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
532,488,forest puff drab beige blue,Manufacturer#2,Brand#21,PROMO PLATED BRASS,47,JUMBO JAR,1388.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
533,489,smoke green blush deep royal,Manufacturer#2,Brand#22,LARGE BURNISHED TIN,36,LG CAN,1389.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
534,490,yellow mint saddle dodger orchid,Manufacturer#4,Brand#41,SMALL PLATED NICKEL,11,MED BOX,1390.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
535,491,snow mint rose almond frosted,Manufacturer#3,Brand#31,SMALL POLISHED BRASS,42,MED JAR,1391.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
536,492,turquoise rose navajo deep chiffon,Manufacturer#4,Brand#42,MEDIUM BRUSHED COPPER,13,JUMBO DRUM,1392.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
537,493,blue gainsboro sky burnished puff,Manufacturer#4,Brand#45,MEDIUM BURNISHED BRASS,8,MED PKG,1393.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
538,494,navy pale frosted lawn spring,Manufacturer#4,Brand#42,STANDARD BRUSHED NICKEL,40,MED PKG,1394.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
539,495,lemon burlywood chartreuse forest honeydew,Manufacturer#4,Brand#42,SMALL BRUSHED BRASS,28,MED PKG,1395.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
540,496,orchid bisque antique ivory lavender,Manufacturer#1,Brand#12,STANDARD BRUSHED BRASS,11,SM BAG,1396.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
541,497,hot powder dim cream metallic,Manufacturer#2,Brand#25,PROMO PLATED TIN,1,SM CAN,1397.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
542,498,sandy sky gainsboro peach cornflower,Manufacturer#2,Brand#25,MEDIUM POLISHED STEEL,21,WRAP CASE,1398.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
543,499,lemon pale blue burnished white,Manufacturer#3,Brand#35,SMALL PLATED COPPER,38,JUMBO PKG,1399.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
544,500,hot medium spring orange violet,Manufacturer#4,Brand#41,MEDIUM POLISHED STEEL,13,SM JAR,1401.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
545,501,tomato navy midnight cyan chiffon,Manufacturer#4,Brand#45,SMALL BURNISHED COPPER,37,SM BAG,1402.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
546,502,maroon dark plum brown red,Manufacturer#2,Brand#21,SMALL PLATED TIN,6,JUMBO DRUM,1403.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
547,503,lavender cyan red lace light,Manufacturer#2,Brand#24,PROMO BRUSHED NICKEL,30,SM PKG,1404.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
548,504,pink tan papaya ivory lace,Manufacturer#2,Brand#24,PROMO BRUSHED STEEL,10,SM JAR,1405.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
549,505,pink cornsilk antique mint forest,Manufacturer#4,Brand#42,STANDARD PLATED BRASS,32,WRAP JAR,1406.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
550,506,beige floral goldenrod lace almond,Manufacturer#1,Brand#14,PROMO BRUSHED NICKEL,30,WRAP PACK,1407.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
551,507,red misty salmon ivory khaki,Manufacturer#4,Brand#43,SMALL ANODIZED BRASS,20,SM CASE,1408.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
552,508,pale peach maroon burlywood tan,Manufacturer#1,Brand#14,LARGE ANODIZED TIN,40,WRAP PKG,1409.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
553,509,tomato cornsilk chartreuse blue magenta,Manufacturer#1,Brand#13,MEDIUM BRUSHED NICKEL,30,MED CAN,1410.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
554,510,blush thistle orchid red lace,Manufacturer#4,Brand#43,SMALL PLATED NICKEL,25,JUMBO PACK,1411.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
555,511,red pale plum orchid moccasin,Manufacturer#1,Brand#15,STANDARD BRUSHED COPPER,2,LG JAR,1412.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
556,512,firebrick azure mint chocolate wheat,Manufacturer#5,Brand#51,PROMO ANODIZED COPPER,18,LG PACK,1413.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
557,513,mint thistle chiffon magenta salmon,Manufacturer#3,Brand#32,MEDIUM BRUSHED STEEL,10,WRAP CAN,1414.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
558,514,rosy sienna purple light rose,Manufacturer#4,Brand#42,LARGE POLISHED BRASS,10,JUMBO BOX,1415.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
559,515,cream navajo drab dark peru,Manufacturer#5,Brand#53,MEDIUM PLATED TIN,37,WRAP BOX,1416.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
560,516,purple linen lace blanched snow,Manufacturer#1,Brand#12,SMALL BRUSHED NICKEL,28,LG CAN,1417.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
561,517,aquamarine rosy violet moccasin snow,Manufacturer#3,Brand#34,SMALL BURNISHED COPPER,30,WRAP CAN,1418.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
562,518,yellow tomato lawn rosy lemon,Manufacturer#4,Brand#43,PROMO BRUSHED BRASS,33,JUMBO DRUM,1419.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
563,519,violet medium dark red smoke,Manufacturer#3,Brand#32,LARGE BRUSHED BRASS,24,WRAP PACK,1420.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
564,520,spring honeydew sky sandy almond,Manufacturer#1,Brand#12,PROMO BURNISHED BRASS,49,MED CASE,1421.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
565,521,grey drab honeydew coral pale,Manufacturer#3,Brand#35,PROMO BRUSHED STEEL,21,JUMBO DRUM,1422.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
566,522,frosted lawn violet turquoise coral,Manufacturer#3,Brand#32,STANDARD BRUSHED NICKEL,15,MED CASE,1423.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
567,523,light goldenrod honeydew indian lemon,Manufacturer#4,Brand#42,ECONOMY BRUSHED NICKEL,7,JUMBO JAR,1424.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
568,524,burnished hot drab midnight tan,Manufacturer#1,Brand#14,SMALL ANODIZED STEEL,17,JUMBO PACK,1425.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
569,525,plum midnight coral snow lemon,Manufacturer#3,Brand#33,STANDARD BURNISHED STEEL,47,JUMBO CAN,1426.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
570,526,dodger moccasin wheat puff lace,Manufacturer#5,Brand#53,PROMO ANODIZED BRASS,47,JUMBO PKG,1427.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
571,527,moccasin light purple sky magenta,Manufacturer#3,Brand#32,MEDIUM POLISHED NICKEL,39,LG JAR,1428.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
572,528,dim deep puff pink floral,Manufacturer#2,Brand#24,STANDARD PLATED STEEL,40,LG CAN,1429.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
573,529,powder tan brown royal blush,Manufacturer#3,Brand#31,MEDIUM PLATED NICKEL,33,SM PKG,1430.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
574,530,mint grey chiffon magenta saddle,Manufacturer#4,Brand#42,PROMO PLATED STEEL,45,JUMBO CASE,1431.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
575,531,navajo hot forest puff olive,Manufacturer#2,Brand#22,ECONOMY POLISHED NICKEL,16,WRAP DRUM,1432.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
576,532,spring wheat purple chiffon puff,Manufacturer#1,Brand#14,LARGE BRUSHED NICKEL,45,WRAP BAG,1433.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
577,533,cream lemon goldenrod rosy aquamarine,Manufacturer#2,Brand#24,PROMO PLATED STEEL,38,JUMBO PACK,1434.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
578,534,bisque saddle hot steel frosted,Manufacturer#5,Brand#53,STANDARD PLATED NICKEL,27,LG CASE,1435.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
579,535,mint chocolate tomato peach sky,Manufacturer#5,Brand#53,STANDARD PLATED TIN,17,SM CASE,1436.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
580,536,orchid snow thistle peru moccasin,Manufacturer#2,Brand#23,STANDARD PLATED STEEL,36,JUMBO BAG,1437.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
581,537,hot orange red cornsilk goldenrod,Manufacturer#1,Brand#15,ECONOMY BRUSHED TIN,26,WRAP BOX,1438.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
582,538,rose black peach orchid cyan,Manufacturer#1,Brand#15,ECONOMY POLISHED STEEL,24,SM PACK,1439.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
583,539,dodger midnight salmon drab saddle,Manufacturer#3,Brand#34,MEDIUM BURNISHED TIN,4,SM DRUM,1440.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
584,540,violet white steel chocolate burlywood,Manufacturer#1,Brand#14,MEDIUM PLATED NICKEL,7,LG PACK,1441.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
585,541,magenta tan antique sky pale,Manufacturer#3,Brand#35,STANDARD ANODIZED NICKEL,34,LG JAR,1442.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
586,542,light lace gainsboro coral lavender,Manufacturer#1,Brand#11,SMALL BRUSHED STEEL,40,WRAP CASE,1443.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
587,543,sky powder saddle metallic moccasin,Manufacturer#5,Brand#54,ECONOMY POLISHED BRASS,4,JUMBO BOX,1444.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
588,544,peach red azure indian lavender,Manufacturer#2,Brand#22,STANDARD BURNISHED NICKEL,42,SM CASE,1445.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
589,545,purple peru ivory gainsboro peach,Manufacturer#3,Brand#31,LARGE PLATED NICKEL,14,MED JAR,1446.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
590,546,metallic grey black rosy papaya,Manufacturer#2,Brand#25,ECONOMY ANODIZED STEEL,8,LG CASE,1447.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
591,547,white turquoise olive cornflower pale,Manufacturer#4,Brand#43,MEDIUM BURNISHED COPPER,48,WRAP DRUM,1448.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
592,548,cyan lime lawn misty mint,Manufacturer#3,Brand#33,ECONOMY ANODIZED TIN,28,SM CAN,1449.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
593,549,thistle green indian sandy purple,Manufacturer#5,Brand#53,SMALL BRUSHED BRASS,36,SM CAN,1450.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
594,550,brown blush dark white mint,Manufacturer#4,Brand#44,STANDARD BRUSHED STEEL,27,SM JAR,1451.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
595,551,tan misty floral firebrick puff,Manufacturer#5,Brand#54,LARGE BURNISHED TIN,10,MED JAR,1452.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
596,552,lime violet puff snow chiffon,Manufacturer#4,Brand#44,LARGE POLISHED BRASS,1,JUMBO CAN,1453.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
597,553,gainsboro tomato lawn peru bisque,Manufacturer#2,Brand#23,SMALL POLISHED NICKEL,1,WRAP DRUM,1454.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
598,554,blue medium royal blush ghost,Manufacturer#5,Brand#53,STANDARD BRUSHED STEEL,31,LG JAR,1455.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
599,555,midnight honeydew brown beige slate,Manufacturer#4,Brand#42,PROMO BURNISHED TIN,49,SM JAR,1456.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
600,556,frosted antique aquamarine seashell powder,Manufacturer#2,Brand#23,SMALL BRUSHED BRASS,49,WRAP JAR,1457.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
601,557,firebrick ghost steel green chartreuse,Manufacturer#3,Brand#35,LARGE BURNISHED TIN,8,JUMBO PKG,1458.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
602,558,blanched seashell navy black dim,Manufacturer#3,Brand#31,STANDARD PLATED BRASS,25,MED BOX,1459.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
603,559,wheat coral navajo cornflower dark,Manufacturer#3,Brand#31,LARGE PLATED STEEL,27,SM PKG,1460.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
604,560,tan indian lime olive dodger,Manufacturer#2,Brand#25,STANDARD BRUSHED COPPER,37,WRAP PKG,1461.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
605,561,firebrick slate grey coral goldenrod,Manufacturer#1,Brand#14,SMALL POLISHED STEEL,44,JUMBO CASE,1462.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
606,562,tan blue thistle forest cornsilk,Manufacturer#3,Brand#32,SMALL BURNISHED STEEL,16,MED PACK,1463.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
607,563,blanched light indian goldenrod dim,Manufacturer#3,Brand#31,MEDIUM POLISHED STEEL,39,MED DRUM,1464.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
608,564,drab bisque puff ghost floral,Manufacturer#2,Brand#22,LARGE ANODIZED BRASS,41,SM PKG,1465.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
609,565,coral mint sky rosy red,Manufacturer#1,Brand#14,PROMO BRUSHED STEEL,9,JUMBO JAR,1466.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
610,566,seashell dark yellow turquoise white,Manufacturer#2,Brand#25,ECONOMY BURNISHED TIN,19,LG PKG,1467.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
611,567,cornsilk lace white medium honeydew,Manufacturer#5,Brand#55,STANDARD BRUSHED STEEL,19,JUMBO BAG,1468.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
612,568,purple burlywood pale cornsilk chartreuse,Manufacturer#3,Brand#31,PROMO POLISHED STEEL,6,SM BOX,1469.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
613,569,cornflower burlywood blue spring purple,Manufacturer#4,Brand#41,SMALL BRUSHED TIN,46,MED BOX,1470.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
614,570,cyan navajo turquoise forest firebrick,Manufacturer#5,Brand#51,ECONOMY BRUSHED COPPER,44,SM PKG,1471.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
615,571,medium orchid purple metallic ghost,Manufacturer#2,Brand#22,LARGE PLATED TIN,1,WRAP CAN,1472.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
616,572,navy plum lime goldenrod saddle,Manufacturer#4,Brand#43,LARGE BURNISHED COPPER,3,SM BOX,1473.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
617,573,dark midnight forest lace sandy,Manufacturer#2,Brand#23,SMALL PLATED TIN,42,WRAP PACK,1474.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
618,574,bisque snow turquoise lace blush,Manufacturer#2,Brand#23,SMALL PLATED BRASS,36,SM PACK,1475.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
619,575,brown seashell hot lavender frosted,Manufacturer#1,Brand#14,SMALL BRUSHED NICKEL,10,MED CAN,1476.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
620,576,puff lavender black yellow lawn,Manufacturer#3,Brand#32,PROMO BURNISHED TIN,27,SM CAN,1477.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
621,577,lime green dark misty chiffon,Manufacturer#2,Brand#22,LARGE BRUSHED STEEL,34,JUMBO BAG,1478.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
622,578,black lawn light plum blush,Manufacturer#4,Brand#41,MEDIUM ANODIZED NICKEL,9,WRAP DRUM,1479.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
623,579,spring brown peach bisque sienna,Manufacturer#3,Brand#31,STANDARD POLISHED STEEL,8,WRAP JAR,1480.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
624,580,navajo chocolate lemon hot green,Manufacturer#1,Brand#12,LARGE BURNISHED COPPER,30,JUMBO PACK,1481.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
625,581,frosted gainsboro chiffon lawn green,Manufacturer#2,Brand#25,ECONOMY ANODIZED BRASS,44,SM BAG,1482.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
626,582,tan cyan peach rose salmon,Manufacturer#4,Brand#45,LARGE BRUSHED TIN,23,MED JAR,1483.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
627,583,turquoise burnished orchid firebrick blush,Manufacturer#3,Brand#33,LARGE BURNISHED NICKEL,35,JUMBO CAN,1484.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
628,584,goldenrod magenta papaya medium chiffon,Manufacturer#1,Brand#12,SMALL POLISHED COPPER,42,MED JAR,1485.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
629,585,slate hot honeydew midnight burnished,Manufacturer#5,Brand#53,SMALL PLATED COPPER,7,JUMBO PKG,1486.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
630,586,ivory rosy royal powder firebrick,Manufacturer#1,Brand#11,PROMO ANODIZED BRASS,11,LG DRUM,1487.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
631,587,blanched maroon blush burlywood salmon,Manufacturer#4,Brand#44,SMALL POLISHED STEEL,35,MED PKG,1488.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
632,588,cyan powder brown sandy burlywood,Manufacturer#5,Brand#55,SMALL PLATED COPPER,45,WRAP BAG,1489.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
633,589,red orange salmon rosy thistle,Manufacturer#1,Brand#13,LARGE POLISHED BRASS,3,SM PKG,1490.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
634,590,azure burnished honeydew navy cyan,Manufacturer#4,Brand#42,LARGE POLISHED COPPER,38,WRAP PKG,1491.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
635,591,sienna burlywood salmon navy green,Manufacturer#1,Brand#14,ECONOMY PLATED NICKEL,40,SM PKG,1492.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
636,592,dodger burnished yellow wheat antique,Manufacturer#2,Brand#23,LARGE POLISHED STEEL,7,MED DRUM,1493.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
637,593,metallic sienna sandy spring frosted,Manufacturer#2,Brand#25,PROMO POLISHED STEEL,20,JUMBO CASE,1494.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
638,594,seashell magenta rosy cornsilk smoke,Manufacturer#3,Brand#31,PROMO BRUSHED BRASS,28,SM JAR,1495.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
639,595,chiffon lace linen steel bisque,Manufacturer#5,Brand#51,PROMO BRUSHED BRASS,23,JUMBO JAR,1496.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
640,596,drab snow chartreuse dim ivory,Manufacturer#5,Brand#52,STANDARD POLISHED TIN,35,JUMBO JAR,1497.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
641,597,cyan orchid grey tan bisque,Manufacturer#4,Brand#44,STANDARD ANODIZED NICKEL,36,SM DRUM,1498.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
642,598,deep royal drab violet chartreuse,Manufacturer#2,Brand#24,MEDIUM POLISHED BRASS,9,MED JAR,1499.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
643,599,cornsilk peru steel beige blue,Manufacturer#5,Brand#51,MEDIUM BRUSHED NICKEL,30,JUMBO PACK,1500.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
644,600,puff bisque midnight seashell burlywood,Manufacturer#4,Brand#42,STANDARD POLISHED NICKEL,4,SM JAR,1501.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
645,601,coral thistle blanched linen tan,Manufacturer#1,Brand#13,STANDARD POLISHED BRASS,13,SM PKG,1502.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
646,602,metallic smoke purple rosy magenta,Manufacturer#1,Brand#12,PROMO BRUSHED COPPER,8,SM BAG,1503.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
647,603,dim blush puff chiffon salmon,Manufacturer#1,Brand#12,PROMO ANODIZED COPPER,41,WRAP PKG,1504.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
648,604,bisque light frosted white olive,Manufacturer#4,Brand#41,MEDIUM PLATED STEEL,19,MED PACK,1505.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
649,605,grey burlywood linen tan tomato,Manufacturer#1,Brand#11,LARGE POLISHED STEEL,30,LG JAR,1506.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
650,606,navajo lace sandy aquamarine light,Manufacturer#3,Brand#32,STANDARD PLATED STEEL,36,LG DRUM,1507.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
651,607,dark sienna thistle sandy maroon,Manufacturer#5,Brand#54,MEDIUM POLISHED TIN,13,MED JAR,1508.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
652,608,mint medium blush black metallic,Manufacturer#2,Brand#25,PROMO PLATED BRASS,35,JUMBO PKG,1509.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
653,609,almond lemon olive smoke moccasin,Manufacturer#2,Brand#21,ECONOMY BRUSHED TIN,49,JUMBO DRUM,1510.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
654,610,plum purple seashell white lemon,Manufacturer#1,Brand#11,ECONOMY BURNISHED TIN,38,JUMBO BOX,1511.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
655,611,light burnished linen sienna dim,Manufacturer#4,Brand#42,MEDIUM PLATED TIN,45,SM DRUM,1512.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
656,612,midnight azure moccasin rosy lawn,Manufacturer#4,Brand#42,PROMO PLATED STEEL,19,LG BOX,1513.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
657,613,cream coral sandy thistle spring,Manufacturer#3,Brand#34,LARGE BURNISHED COPPER,22,LG DRUM,1514.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
658,614,dodger beige maroon puff medium,Manufacturer#2,Brand#23,STANDARD BURNISHED NICKEL,6,WRAP PKG,1515.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
659,615,rosy seashell brown blush tan,Manufacturer#4,Brand#41,PROMO ANODIZED COPPER,4,WRAP PKG,1516.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
660,616,tan powder lavender dim goldenrod,Manufacturer#2,Brand#25,STANDARD BRUSHED STEEL,1,WRAP JAR,1517.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
661,617,peru grey snow papaya firebrick,Manufacturer#2,Brand#22,MEDIUM ANODIZED NICKEL,37,WRAP DRUM,1518.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
